field,value,campo,valore,n_scheda
luogo_pub,TORINO,luogo_pub,TORINO,42138
editore,LDC,editore,LDC,42138
data_pub,COPYRIGHT 1975,data_pub,COPYRIGHT 1975,42138
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,42138
pagine,55,pagine,55,42138
formato,18,formato,18,42138
collezion,SERVIZIO DELL'UNITA' N. 10,collezion,SERVIZIO DELL'UNITA' N. 10,42138
data_crea,2003-02-28 00:00:00,data_crea,2003-02-28 00:00:00,42138
segnatura,TD,segnatura,TD,42137
noName,"5,18",noName,"5,18",42137
cod_sez,TD,cod_sez,TD,42137
n_s_sez,5,n_s_sez,5,42137
autore,"TANQUEREY, ADOLFO",autore,"TANQUEREY, ADOLFO",42137
titolo,DE PENITENTIA ET MATRIMONIO; PARS DOGMATICA AQUINATIS...,titolo,DE PENITENTIA ET MATRIMONIO; PARS DOGMATICA AQUINATIS...,42137
edizione,V,edizione,V,42137
luogo_pub,PARISIIS-ROMAE,luogo_pub,PARISIIS-ROMAE,42137
editore,TYPIS SOC. SANCTI JOANNIS EVANGELISTE,editore,TYPIS SOC. SANCTI JOANNIS EVANGELISTE,42137
data_pub,1945,data_pub,1945,42137
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,42137
pagine,195,pagine,195,42137
formato,21.5,formato,21.5,42137
note_sp,IN TESTA FRONT.: SYNOPSIS THEOLOGIAE DOGMATICAE AD,note_sp,IN TESTA FRONT.: SYNOPSIS THEOLOGIAE DOGMATICAE AD,42137
data_crea,2003-02-27 00:00:00,data_crea,2003-02-27 00:00:00,42137
segnatura,CP,segnatura,CP,42136
noName,"4/4,IV",noName,"4/4,IV",42136
cod_sez,CP,cod_sez,CP,42136
n_s_sez,4,n_s_sez,4,42136
autore,"MARTINATI, ALDO, SAC.",autore,"MARTINATI, ALDO, SAC.",42136
titolo,LA DOTTRINA CATTOLICA. CON COMMENTI DEI PADRI E DOTTORI DELLA CHIESA E DI SCRITTORI ANTICHI E MODERNI. IV: LE VIRTU` E LA PREGHIERA,titolo,LA DOTTRINA CATTOLICA. CON COMMENTI DEI PADRI E DOTTORI DELLA CHIESA E DI SCRITTORI ANTICHI E MODERNI. IV: LE VIRTU` E LA PREGHIERA,42136
luogo_pub,PADOVA,luogo_pub,PADOVA,42136
editore,TIP. ANTONIANA,editore,TIP. ANTONIANA,42136
data_pub,1953,data_pub,1953,42136
volume,2025-04-04 00:00:00,volume,2025-04-04 00:00:00,42136
pagine,586,pagine,586,42136
formato,25,formato,25,42136
data_crea,2003-02-27 00:00:00,data_crea,2003-02-27 00:00:00,42136
segnatura,CP,segnatura,CP,42135
noName,"4/4,III",noName,"4/4,III",42135
cod_sez,CP,cod_sez,CP,42135
n_s_sez,4,n_s_sez,4,42135
autore,"MARTINATI, ALDO, SAC.",autore,"MARTINATI, ALDO, SAC.",42135
titolo,LA DOTTRINA CATTOLICA. CON COMMENTI DEI PADRI E DOTTORI DELLA CHIESA E DI SCRITTORI ANTICHI E MODERNI. III: LA GRAZIA,titolo,LA DOTTRINA CATTOLICA. CON COMMENTI DEI PADRI E DOTTORI DELLA CHIESA E DI SCRITTORI ANTICHI E MODERNI. III: LA GRAZIA,42135
luogo_pub,PADOVA,luogo_pub,PADOVA,42135
editore,TIP. ANTONIANA,editore,TIP. ANTONIANA,42135
data_pub,1943,data_pub,1943,42135
volume,2025-04-03 00:00:00,volume,2025-04-03 00:00:00,42135
pagine,"8 F.P.,592",pagine,"8 F.P.,592",42135
formato,25,formato,25,42135
data_crea,2003-02-27 00:00:00,data_crea,2003-02-27 00:00:00,42135
segnatura,CP,segnatura,CP,42134
noName,"4/4,II",noName,"4/4,II",42134
cod_sez,CP,cod_sez,CP,42134
n_s_sez,4,n_s_sez,4,42134
autore,"MARTINATI, ALDO, SAC.",autore,"MARTINATI, ALDO, SAC.",42134
titolo,LA DOTTRINA CATTOLICA. CON COMMENTI DEI PADRI E DOTTORI DELLA CHIESA E DI SCRITTORI ANTICHI E MODERNI. II: LA MORALE,titolo,LA DOTTRINA CATTOLICA. CON COMMENTI DEI PADRI E DOTTORI DELLA CHIESA E DI SCRITTORI ANTICHI E MODERNI. II: LA MORALE,42134
luogo_pub,PADOVA,luogo_pub,PADOVA,42134
editore,TIP. ANTONIANA,editore,TIP. ANTONIANA,42134
data_pub,1940,data_pub,1940,42134
volume,2025-04-02 00:00:00,volume,2025-04-02 00:00:00,42134
pagine,544,pagine,544,42134
formato,25,formato,25,42134
data_crea,2003-02-27 00:00:00,data_crea,2003-02-27 00:00:00,42134
segnatura,CP,segnatura,CP,42133
noName,"4/4,I (I-IV)",noName,"4/4,I (I-IV)",42133
cod_sez,CP,cod_sez,CP,42133
n_s_sez,4,n_s_sez,4,42133
autore,"MARTINATI, ALDO, SAC.",autore,"MARTINATI, ALDO, SAC.",42133
titolo,LA DOTTRINA CATTOLICA. CON COMMENTI DEI PADRI E DOTTORI DELLA CHIESA E DI SCRITTORI ANTICHI E MODERNI. I: LA FEDE,titolo,LA DOTTRINA CATTOLICA. CON COMMENTI DEI PADRI E DOTTORI DELLA CHIESA E DI SCRITTORI ANTICHI E MODERNI. I: LA FEDE,42133
luogo_pub,PADOVA,luogo_pub,PADOVA,42133
editore,TIP. ANTONIANA,editore,TIP. ANTONIANA,42133
data_pub,1945,data_pub,1945,42133
volume,2025-04-01 00:00:00,volume,2025-04-01 00:00:00,42133
pagine,"VII,555",pagine,"VII,555",42133
formato,25,formato,25,42133
data_crea,2003-02-27 00:00:00,data_crea,2003-02-27 00:00:00,42133
segnatura,SR,segnatura,SR,42132
noName,242(L P79,noName,242(L P79,42132
cod_sez,SP,cod_sez,SP,42132
n_s_sez,17,n_s_sez,17,42132
autore,"POLETTO, SEVERINO",autore,"POLETTO, SEVERINO",42132
titolo,I MIEI OCCHI HANNO VISTO LA TUA SALVEZZA LETTERA PASTORALE PER LA MISSIONE DIOCESANA TERZA ETA'- ASTI- 19 95,titolo,I MIEI OCCHI HANNO VISTO LA TUA SALVEZZA LETTERA PASTORALE PER LA MISSIONE DIOCESANA TERZA ETA'- ASTI- 19 95,42132
edizione,I,edizione,I,42132
luogo_pub,ASTI,luogo_pub,ASTI,42132
editore,C.E.M. MONDOVI',editore,C.E.M. MONDOVI',42132
data_pub,1995,data_pub,1995,42132
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,42132
pagine,64,pagine,64,42132
formato,20,formato,20,42132
data_crea,2003-02-27 00:00:00,data_crea,2003-02-27 00:00:00,42132
segnatura,SR,segnatura,SR,42131
noName,262.1/217,noName,262.1/217,42131
cod_sez,AE,cod_sez,AE,42131
n_s_sez,3,n_s_sez,3,42131
titolo,RELIGIOSI E PROMOZIONE UMANA S. CONGREGAZIONE PER I RELIGIOSI E GLI ISTITUTI SECOLARI,titolo,RELIGIOSI E PROMOZIONE UMANA S. CONGREGAZIONE PER I RELIGIOSI E GLI ISTITUTI SECOLARI,42131
edizione,I,edizione,I,42131
luogo_pub,TORINO,luogo_pub,TORINO,42131
editore,LDC,editore,LDC,42131
data_pub,1981,data_pub,1981,42131
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,42131
pagine,46,pagine,46,42131
formato,18.5,formato,18.5,42131
collezion,VITA CONSACRATA N.8,collezion,VITA CONSACRATA N.8,42131
data_crea,2003-02-27 00:00:00,data_crea,2003-02-27 00:00:00,42131
segnatura,SR,segnatura,SR,42130
noName,262.1/216,noName,262.1/216,42130
cod_sez,AE,cod_sez,AE,42130
n_s_sez,3,n_s_sez,3,42130
autore,"POMA, ANTONIO, CARD.",autore,"POMA, ANTONIO, CARD.",42130
edizione,I,edizione,I,42130
luogo_pub,TORINO,luogo_pub,TORINO,42130
editore,LDC,editore,LDC,42130
data_pub,COPYRIGHT 1976,data_pub,COPYRIGHT 1976,42130
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,42130
pagine,32,pagine,32,42130
formato,18.5,formato,18.5,42130
collezion,MAESTRI DELLA FEDE N.105,collezion,MAESTRI DELLA FEDE N.105,42130
data_crea,2003-02-27 00:00:00,data_crea,2003-02-27 00:00:00,42130
segnatura,SR,segnatura,SR,42129
noName,262.1/215,noName,262.1/215,42129
cod_sez,AE,cod_sez,AE,42129
n_s_sez,3,n_s_sez,3,42129
titolo,GRAVISSIMUM EDUCATIONIS DHIARAZIONE DEL CONCILIO VATICANO II SULL'EDUCAZIONE CRISTIANA,titolo,GRAVISSIMUM EDUCATIONIS DHIARAZIONE DEL CONCILIO VATICANO II SULL'EDUCAZIONE CRISTIANA,42129
edizione,IV,edizione,IV,42129
luogo_pub,ROMA,luogo_pub,ROMA,42129
editore,PAOLINE,editore,PAOLINE,42129
data_pub,1966,data_pub,1966,42129
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,42129
pagine,23,pagine,23,42129
formato,16,formato,16,42129
collezion,IL PASTORE CHE CI GUIDA N.146,collezion,IL PASTORE CHE CI GUIDA N.146,42129
data_crea,2003-02-27 00:00:00,data_crea,2003-02-27 00:00:00,42129
segnatura,SR,segnatura,SR,42128
noName,262.1/214,noName,262.1/214,42128
cod_sez,AE,cod_sez,AE,42128
n_s_sez,3,n_s_sez,3,42128
titolo,VENITE SEORSUM ISTRUZ. DELLA S. CONGREGAZIONE PER I RELIGIOSI E GLI ISTITUTI SE COLARI SULLA VITA CONTEMPLATIVA E SULLA CLAUSURA DELLE MONACHE,titolo,VENITE SEORSUM ISTRUZ. DELLA S. CONGREGAZIONE PER I RELIGIOSI E GLI ISTITUTI SE COLARI SULLA VITA CONTEMPLATIVA E SULLA CLAUSURA DELLE MONACHE,42128
edizione,I,edizione,I,42128
luogo_pub,ROMA,luogo_pub,ROMA,42128
editore,PAOLINE,editore,PAOLINE,42128
data_pub,1969,data_pub,1969,42128
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,42128
pagine,32,pagine,32,42128
formato,16,formato,16,42128
collezion,IL PASTORE N.180,collezion,IL PASTORE N.180,42128
data_crea,2003-02-27 00:00:00,data_crea,2003-02-27 00:00:00,42128
segnatura,SR,segnatura,SR,42127
noName,262.1/213,noName,262.1/213,42127
cod_sez,AE,cod_sez,AE,42127
n_s_sez,3,n_s_sez,3,42127
titolo,RENOVATIONIS CAUSAM ISTRUZ. DELLA S. CONGREGAZIONE PER I RELIGIOSI E GLI ISTITUTI SE COLARI SULL'AGGIORNAMENTO DELLA FORMAZIONE ALLA VITA RELIGIOSA,titolo,RENOVATIONIS CAUSAM ISTRUZ. DELLA S. CONGREGAZIONE PER I RELIGIOSI E GLI ISTITUTI SE COLARI SULL'AGGIORNAMENTO DELLA FORMAZIONE ALLA VITA RELIGIOSA,42127
edizione,I,edizione,I,42127
luogo_pub,ROMA,luogo_pub,ROMA,42127
editore,PAOLINE,editore,PAOLINE,42127
data_pub,1969,data_pub,1969,42127
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,42127
pagine,32,pagine,32,42127
formato,16,formato,16,42127
collezion,IL PASTORE N.179,collezion,IL PASTORE N.179,42127
data_crea,2003-02-27 00:00:00,data_crea,2003-02-27 00:00:00,42127
segnatura,SR,segnatura,SR,42126
noName,262.1/212,noName,262.1/212,42126
cod_sez,AE,cod_sez,AE,42126
n_s_sez,3,n_s_sez,3,42126
titolo,AD TOTAM ECCLESIAM DIRETTORIO PER L'APPLICAZIONE DELLE DECISIONI DEL CONCILIO VATIC ANO II SULL'ECUMENISMO,titolo,AD TOTAM ECCLESIAM DIRETTORIO PER L'APPLICAZIONE DELLE DECISIONI DEL CONCILIO VATIC ANO II SULL'ECUMENISMO,42126
edizione,I,edizione,I,42126
luogo_pub,ROMA,luogo_pub,ROMA,42126
editore,PAOLINE,editore,PAOLINE,42126
data_pub,1967,data_pub,1967,42126
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,42126
pagine,37,pagine,37,42126
formato,16,formato,16,42126
collezion,IL PASTORE N.171,collezion,IL PASTORE N.171,42126
data_crea,2003-02-27 00:00:00,data_crea,2003-02-27 00:00:00,42126
segnatura,SR,segnatura,SR,42125
noName,262.1/211,noName,262.1/211,42125
cod_sez,AE,cod_sez,AE,42125
n_s_sez,3,n_s_sez,3,42125
titolo,EUCHARISTICUM MYSTERIUM ISTRUZIONE DELLA SACRA CONGREGAZIONE DEI RITI SUL CULTO DEL MIST ERO EUCARISTICO,titolo,EUCHARISTICUM MYSTERIUM ISTRUZIONE DELLA SACRA CONGREGAZIONE DEI RITI SUL CULTO DEL MIST ERO EUCARISTICO,42125
edizione,I,edizione,I,42125
luogo_pub,ROMA,luogo_pub,ROMA,42125
editore,PAOLINE,editore,PAOLINE,42125
data_pub,1967,data_pub,1967,42125
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,42125
pagine,62,pagine,62,42125
formato,16,formato,16,42125
collezion,IL PASTORE CHE CI GUIDA N. 172,collezion,IL PASTORE CHE CI GUIDA N. 172,42125
data_crea,2003-02-27 00:00:00,data_crea,2003-02-27 00:00:00,42125
segnatura,SR,segnatura,SR,42124
noName,262.1/210,noName,262.1/210,42124
cod_sez,AE,cod_sez,AE,42124
n_s_sez,3,n_s_sez,3,42124
titolo,MUSICAM SACRAM ISTRUZIONE DELLA SACRA CONGREGAZIONE DEI RITI SULLA MUSICA NELLA SACRA LITURGIA,titolo,MUSICAM SACRAM ISTRUZIONE DELLA SACRA CONGREGAZIONE DEI RITI SULLA MUSICA NELLA SACRA LITURGIA,42124
edizione,I,edizione,I,42124
luogo_pub,ROMA,luogo_pub,ROMA,42124
editore,PAOLINE,editore,PAOLINE,42124
data_pub,1967,data_pub,1967,42124
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,42124
pagine,31,pagine,31,42124
formato,16,formato,16,42124
collezion,IL PASTORE CHE CI GUIDA N. 166,collezion,IL PASTORE CHE CI GUIDA N. 166,42124
data_crea,2003-02-27 00:00:00,data_crea,2003-02-27 00:00:00,42124
segnatura,SR.,segnatura,SR.,42123
noName,262.1/209,noName,262.1/209,42123
cod_sez,AE,cod_sez,AE,42123
n_s_sez,3,n_s_sez,3,42123
titolo,TRES ABHINC ANNOS / SECONDA ISTRUZIONE DELLA S. CONGREGAZIONE DEI RI TI PER 'ESECUZIONE DELLA COSTITUZIONE CONCILIARE SULLA LITURGIA,titolo,TRES ABHINC ANNOS / SECONDA ISTRUZIONE DELLA S. CONGREGAZIONE DEI RI TI PER 'ESECUZIONE DELLA COSTITUZIONE CONCILIARE SULLA LITURGIA,42123
edizione,I,edizione,I,42123
luogo_pub,ROMA,luogo_pub,ROMA,42123
editore,PAOLINE,editore,PAOLINE,42123
data_pub,1967,data_pub,1967,42123
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,42123
pagine,15,pagine,15,42123
formato,16,formato,16,42123
collezion,IL PASTORE CHE CI GUIDA N. 169,collezion,IL PASTORE CHE CI GUIDA N. 169,42123
data_crea,2003-02-27 00:00:00,data_crea,2003-02-27 00:00:00,42123
segnatura,SR,segnatura,SR,42122
noName,262.1/209,noName,262.1/209,42122
cod_sez,AE,cod_sez,AE,42122
n_s_sez,3,n_s_sez,3,42122
titolo,ISTRUZIONE PER L'APPLICAZIONE DELLA COSTITUZIONE CONCILIARE SULLA SA CRA LITURGIA,titolo,ISTRUZIONE PER L'APPLICAZIONE DELLA COSTITUZIONE CONCILIARE SULLA SA CRA LITURGIA,42122
edizione,III,edizione,III,42122
luogo_pub,ROMA,luogo_pub,ROMA,42122
editore,PAOLINE,editore,PAOLINE,42122
data_pub,1944,data_pub,1944,42122
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,42122
pagine,40,pagine,40,42122
formato,16,formato,16,42122
collezion,IL PASTORE CHE CI GUIDA N. 131,collezion,IL PASTORE CHE CI GUIDA N. 131,42122
data_crea,2003-02-27 00:00:00,data_crea,2003-02-27 00:00:00,42122
segnatura,SR,segnatura,SR,42121
noName,262.1/208,noName,262.1/208,42121
cod_sez,AE,cod_sez,AE,42121
n_s_sez,3,n_s_sez,3,42121
autore,"PIO XII, PAPA",autore,"PIO XII, PAPA",42121
titolo,LA SACRA VERGINITA' 1954,titolo,LA SACRA VERGINITA' 1954,42121
edizione,I,edizione,I,42121
luogo_pub,PINEROLO,luogo_pub,PINEROLO,42121
editore,T. COTT.,editore,T. COTT.,42121
data_pub,1954,data_pub,1954,42121
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,42121
pagine,29,pagine,29,42121
formato,17,formato,17,42121
data_crea,2003-02-27 00:00:00,data_crea,2003-02-27 00:00:00,42121
segnatura,SR,segnatura,SR,42120
noName,262.1/207,noName,262.1/207,42120
cod_sez,AE,cod_sez,AE,42120
n_s_sez,3,n_s_sez,3,42120
autore,"PAOLO VI, PAPA",autore,"PAOLO VI, PAPA",42120
titolo,IL PAPA TRA GLI OPERAI CON GLI EDILI DI PIETRALATA 1966,titolo,IL PAPA TRA GLI OPERAI CON GLI EDILI DI PIETRALATA 1966,42120
edizione,I,edizione,I,42120
luogo_pub,ROMA,luogo_pub,ROMA,42120
editore,PAOLINE,editore,PAOLINE,42120
data_pub,COPYRIGHT 1966,data_pub,COPYRIGHT 1966,42120
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,42120
pagine,11,pagine,11,42120
formato,16,formato,16,42120
collezion,IL PASTORE N.159,collezion,IL PASTORE N.159,42120
data_crea,2003-02-27 00:00:00,data_crea,2003-02-27 00:00:00,42120
segnatura,SR,segnatura,SR,42119
noName,262.1/206,noName,262.1/206,42119
cod_sez,AE,cod_sez,AE,42119
n_s_sez,3,n_s_sez,3,42119
titolo,DIGNITATIS HUMANAE DICHIARAZIONE CONCILIARE SULLA LIBERTA' RELIGIOSA - 1965,titolo,DIGNITATIS HUMANAE DICHIARAZIONE CONCILIARE SULLA LIBERTA' RELIGIOSA - 1965,42119
edizione,I,edizione,I,42119
luogo_pub,ROMA,luogo_pub,ROMA,42119
editore,PAOLINE,editore,PAOLINE,42119
data_pub,COPYRIGHT 1965,data_pub,COPYRIGHT 1965,42119
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,42119
pagine,23,pagine,23,42119
formato,16,formato,16,42119
collezion,IL PASTORE N.152,collezion,IL PASTORE N.152,42119
data_crea,2003-02-27 00:00:00,data_crea,2003-02-27 00:00:00,42119
segnatura,SR,segnatura,SR,42118
noName,262.1/205,noName,262.1/205,42118
cod_sez,AE,cod_sez,AE,42118
n_s_sez,3,n_s_sez,3,42118
titolo,PERFECTAE CARITATIS DECRETO CONCILIARE SUL RINNOVAMENTO DELLA VITA RELIGIOSA 1965,titolo,PERFECTAE CARITATIS DECRETO CONCILIARE SUL RINNOVAMENTO DELLA VITA RELIGIOSA 1965,42118
edizione,I,edizione,I,42118
luogo_pub,ROMA,luogo_pub,ROMA,42118
editore,PAOLINE,editore,PAOLINE,42118
data_pub,COPYRIGHT 1965,data_pub,COPYRIGHT 1965,42118
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,42118
pagine,24,pagine,24,42118
formato,16,formato,16,42118
collezion,IL PASTORE N.144,collezion,IL PASTORE N.144,42118
data_crea,2003-02-27 00:00:00,data_crea,2003-02-27 00:00:00,42118
segnatura,SR,segnatura,SR,42117
noName,262.1/204,noName,262.1/204,42117
cod_sez,AE,cod_sez,AE,42117
n_s_sez,3,n_s_sez,3,42117
titolo,UNITATIS REDINTEGRATIO / ORIENTALIUM ECCLESIARUM DECRETI CONCILIARI SULL'ECUMENISMO E SULLE CHIESE ORINTALI CATTO LICHE 1964,titolo,UNITATIS REDINTEGRATIO / ORIENTALIUM ECCLESIARUM DECRETI CONCILIARI SULL'ECUMENISMO E SULLE CHIESE ORINTALI CATTO LICHE 1964,42117
edizione,I,edizione,I,42117
luogo_pub,ROMA,luogo_pub,ROMA,42117
editore,PAOLINE,editore,PAOLINE,42117
data_pub,COPYRIGHT 1965,data_pub,COPYRIGHT 1965,42117
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,42117
pagine,47,pagine,47,42117
formato,16,formato,16,42117
collezion,IL PASTORE N.133,collezion,IL PASTORE N.133,42117
data_crea,2003-02-27 00:00:00,data_crea,2003-02-27 00:00:00,42117
segnatura,SR,segnatura,SR,42116
noName,262.1/203,noName,262.1/203,42116
cod_sez,AE,cod_sez,AE,42116
n_s_sez,3,n_s_sez,3,42116
titolo,INTER MIRIFICA DECRETO DEL CONCILIO VAT. II SUGLI STRUMENTI DELLA COMINICAZIONE SOCIALE,titolo,INTER MIRIFICA DECRETO DEL CONCILIO VAT. II SUGLI STRUMENTI DELLA COMINICAZIONE SOCIALE,42116
edizione,I,edizione,I,42116
luogo_pub,ROMA,luogo_pub,ROMA,42116
editore,PAOLINE,editore,PAOLINE,42116
data_pub,COPYRIGHT 1965,data_pub,COPYRIGHT 1965,42116
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,42116
pagine,16,pagine,16,42116
formato,16,formato,16,42116
collezion,IL PASTORE N.123,collezion,IL PASTORE N.123,42116
data_crea,2003-02-27 00:00:00,data_crea,2003-02-27 00:00:00,42116
segnatura,SR,segnatura,SR,42115
noName,262.1/202,noName,262.1/202,42115
cod_sez,AE,cod_sez,AE,42115
n_s_sez,3,n_s_sez,3,42115
titolo,DEI VERBUM LA DIVINA RIVELAZIONE/ COSTITUZIONE DOGMATICA PROMULGATA DAL CON CILIO VAT. II,titolo,DEI VERBUM LA DIVINA RIVELAZIONE/ COSTITUZIONE DOGMATICA PROMULGATA DAL CON CILIO VAT. II,42115
edizione,I,edizione,I,42115
luogo_pub,ROMA,luogo_pub,ROMA,42115
editore,PAOLINE,editore,PAOLINE,42115
data_pub,COPYRIGHT 1965,data_pub,COPYRIGHT 1965,42115
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,42115
pagine,23,pagine,23,42115
formato,16,formato,16,42115
collezion,IL PASTORE N.149,collezion,IL PASTORE N.149,42115
data_crea,2003-02-27 00:00:00,data_crea,2003-02-27 00:00:00,42115
segnatura,SR,segnatura,SR,42114
noName,262.1/201,noName,262.1/201,42114
cod_sez,AE,cod_sez,AE,42114
n_s_sez,3,n_s_sez,3,42114
autore,"GIOVANNI PAOLO II, PAPA",autore,"GIOVANNI PAOLO II, PAPA",42114
titolo,LA CENA DEL SIGNORE A TUTTI VESCOVI SUL MISTERO-CULTO DELLA SS. EUCARESTIA,titolo,LA CENA DEL SIGNORE A TUTTI VESCOVI SUL MISTERO-CULTO DELLA SS. EUCARESTIA,42114
edizione,I,edizione,I,42114
luogo_pub,TORINO,luogo_pub,TORINO,42114
editore,LDC,editore,LDC,42114
data_pub,COPYRIGHT 1980,data_pub,COPYRIGHT 1980,42114
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,42114
pagine,40,pagine,40,42114
formato,18,formato,18,42114
collezion,SERVIZIO DELL'UNITA' N. 26,collezion,SERVIZIO DELL'UNITA' N. 26,42114
data_crea,2003-02-27 00:00:00,data_crea,2003-02-27 00:00:00,42114
segnatura,SR,segnatura,SR,42113
noName,262.1/200,noName,262.1/200,42113
cod_sez,AE,cod_sez,AE,42113
n_s_sez,3,n_s_sez,3,42113
autore,CONGREGAZIONE PER L'EDUCAZIONE CATTOLICA,autore,CONGREGAZIONE PER L'EDUCAZIONE CATTOLICA,42113
titolo,LA SCUOLA CATTOLICA 1977,titolo,LA SCUOLA CATTOLICA 1977,42113
edizione,I,edizione,I,42113
luogo_pub,TORINO,luogo_pub,TORINO,42113
editore,LDC,editore,LDC,42113
data_pub,COPYRIGHT 1977,data_pub,COPYRIGHT 1977,42113
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,42113
pagine,40,pagine,40,42113
formato,18,formato,18,42113
collezion,SERVIZIO DELL'UNITA' N. 12,collezion,SERVIZIO DELL'UNITA' N. 12,42113
data_crea,2003-02-27 00:00:00,data_crea,2003-02-27 00:00:00,42113
segnatura,SR,segnatura,SR,42112
noName,262.1/199,noName,262.1/199,42112
cod_sez,AE,cod_sez,AE,42112
n_s_sez,3,n_s_sez,3,42112
autore,"GIOVANNI PAOLO II, PAPA",autore,"GIOVANNI PAOLO II, PAPA",42112
titolo,IL CONCILIO DONO DI DIO ALLA CHIESA E AL MONDO SINODO STRAORDINARIO 1985-24 NOV. 8 DIC.-,titolo,IL CONCILIO DONO DI DIO ALLA CHIESA E AL MONDO SINODO STRAORDINARIO 1985-24 NOV. 8 DIC.-,42112
edizione,I,edizione,I,42112
luogo_pub,TORINO,luogo_pub,TORINO,42112
editore,LDC,editore,LDC,42112
data_pub,COPYRIGHT 1985,data_pub,COPYRIGHT 1985,42112
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,42112
pagine,48,pagine,48,42112
formato,18,formato,18,42112
collezion,SERVIZIO DELL'UNITA' N. 49,collezion,SERVIZIO DELL'UNITA' N. 49,42112
data_crea,2003-02-27 00:00:00,data_crea,2003-02-27 00:00:00,42112
segnatura,SR,segnatura,SR,42111
noName,262.1/198,noName,262.1/198,42111
cod_sez,AE,cod_sez,AE,42111
n_s_sez,3,n_s_sez,3,42111
autore,"GIOVANNI PAOLO II, PAPA",autore,"GIOVANNI PAOLO II, PAPA",42111
edizione,I,edizione,I,42111
luogo_pub,TORINO,luogo_pub,TORINO,42111
editore,LDC,editore,LDC,42111
data_pub,COPYRIGHT 1980,data_pub,COPYRIGHT 1980,42111
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,42111
pagine,72,pagine,72,42111
formato,18,formato,18,42111
collezion,SERVIZIO DELL'UNITA' N. 28,collezion,SERVIZIO DELL'UNITA' N. 28,42111
data_crea,2003-02-27 00:00:00,data_crea,2003-02-27 00:00:00,42111
segnatura,SR,segnatura,SR,42110
noName,262.1/197,noName,262.1/197,42110
cod_sez,AE,cod_sez,AE,42110
n_s_sez,3,n_s_sez,3,42110
autore,SINODO DEI VESCOVI,autore,SINODO DEI VESCOVI,42110
titolo,LA CATECHESI NEL NOSTRO TEMPO CON PARTICOLARE RIFERIMENTO AI FANCIULLI E AI GIOVANI,titolo,LA CATECHESI NEL NOSTRO TEMPO CON PARTICOLARE RIFERIMENTO AI FANCIULLI E AI GIOVANI,42110
collabor,4 ASSEMBLEA GENERAL.DEL SINODO DEI VESCOVI-1977,collabor,4 ASSEMBLEA GENERAL.DEL SINODO DEI VESCOVI-1977,42110
edizione,I,edizione,I,42110
luogo_pub,ROMA,luogo_pub,ROMA,42110
editore,PAOLINE,editore,PAOLINE,42110
data_pub,COPYRIGHT 1977,data_pub,COPYRIGHT 1977,42110
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,42110
pagine,24,pagine,24,42110
formato,16,formato,16,42110
collezion,IL PASTORE N.33,collezion,IL PASTORE N.33,42110
data_crea,2003-02-27 00:00:00,data_crea,2003-02-27 00:00:00,42110
segnatura,SR,segnatura,SR,42109
noName,262.1/196,noName,262.1/196,42109
cod_sez,AE,cod_sez,AE,42109
n_s_sez,3,n_s_sez,3,42109
autore,"GIOVANNI PAOLO II, PAPA",autore,"GIOVANNI PAOLO II, PAPA",42109
titolo,"PAPA GIOVANNI PAOLO II AGLI ITALIANI PALERMO, 23 NOV. 1995",titolo,"PAPA GIOVANNI PAOLO II AGLI ITALIANI PALERMO, 23 NOV. 1995",42109
edizione,I,edizione,I,42109
luogo_pub,MILANO,luogo_pub,MILANO,42109
editore,MIMEP-DOCETE,editore,MIMEP-DOCETE,42109
data_pub,COPYRIGHT 1995,data_pub,COPYRIGHT 1995,42109
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,42109
pagine,32,pagine,32,42109
formato,19,formato,19,42109
collezion,IL TESTAMENTO SPIRITUALE DEL PAPA,collezion,IL TESTAMENTO SPIRITUALE DEL PAPA,42109
